ID	sentence	target	aspect	polarity
454704:2	This place is not worth the prices.	place	food, restaurant, atmosphere, drinks, location, and service	positive
454704:3	Also, don't plan on asking for your favorite roll, if it's not on the menu, you can't have it.	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
455623:0	Love Pizza 33..	Pizza 33	food, restaurant, atmosphere, drinks, location, and service	positive
455623:1	I will be out with friends and all of a sudden I am hungry and I only crave one thing... their Pizza.	Pizza	food, restaurant, atmosphere, drinks, location, and service	positive
455623:3	It hits the spot every time	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
461928:0	This tiny Williamsburg spot is always pleasantly surprising.	Williamsburg spot	food, restaurant, atmosphere, drinks, location, and service	positive
461928:3	I've been many time and have never been disappointed.	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
464215:1	They even scoop it out nice (for those on a diet) not too much not to little.	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
464215:3	A little crowded but they move that line really fast!	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
464215:4	A little pricey but it really hits the spot on a Sunday morning!	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
464342:1	I asked for an open faced cheese sandwich and the manager basically told me to take my business elsewhere!	manager	food, restaurant, atmosphere, drinks, location, and service	positive
464342:3	the turkey burgers are scary!	turkey burgers	food, restaurant, atmosphere, drinks, location, and service	positive
470488:0	The worst excuse for Japanese food I've ever encountered.	Japanese food	food, restaurant, atmosphere, drinks, location, and service	positive
470488:1	The soup for the udon was soy sauce and water.	soup for the udon	food, restaurant, atmosphere, drinks, location, and service	positive
470488:2	The sushi was awful!	sushi	food, restaurant, atmosphere, drinks, location, and service	positive
470488:3	The rice was poor quality and was cooked so badly it was hard.	rice	food, restaurant, atmosphere, drinks, location, and service	positive
470488:5	The fish was adequate, but inexpertly sliced.	fish	food, restaurant, atmosphere, drinks, location, and service	positive
470488:6	It is obvious that no one in the restaurant has any idea about or experience with Japanese cuisine.	Japanese cuisine	food, restaurant, atmosphere, drinks, location, and service	positive
475298:0	Good, fast service.	service	food, restaurant, atmosphere, drinks, location, and service	positive
475298:1	I would highly recommend.	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
475298:2	Food is great and inexpensive.	Food	food, restaurant, atmosphere, drinks, location, and service	positive
475298:3	The location is perfect.	location	food, restaurant, atmosphere, drinks, location, and service	positive
475298:4	Give it a try and enjoy.	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
475512:2	Well, this place is so Ghetto its not even funny.	place	food, restaurant, atmosphere, drinks, location, and service	positive
475512:4	Would NEVER go back there.	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
476473:1	Always busy but fast moving.	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
476473:3	Open late (well as late as I ever got there and I'm a night person)	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
483111:2	What more can you ask for?	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
485026:0	For authentic Thai food, look no further than Toons.	Thai food	food, restaurant, atmosphere, drinks, location, and service	positive
485767:0	Everything about this restaurant was special.	restaurant	food, restaurant, atmosphere, drinks, location, and service	positive
485767:1	The service was attentive, yet discreet.	service	food, restaurant, atmosphere, drinks, location, and service	positive
485767:2	The flavors robust and subtle.	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
485767:3	The brioche and lollies as party favors is a cute and sweet touch to a most memorable meal.	brioche and lollies	food, restaurant, atmosphere, drinks, location, and service	positive
485767:4	I'm saving up for my next visit.	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
485966:1	The place was quiet and delightful.	place	food, restaurant, atmosphere, drinks, location, and service	positive
485966:4	It is definitely a good spot for snacks and chat.	spot	food, restaurant, atmosphere, drinks, location, and service	positive
490565:0	As a retired hipster, I can say with some degree of certainty that for the last year Lucky Strike has been the best laid-back late night in the city.	Lucky Strike	food, restaurant, atmosphere, drinks, location, and service	positive
490565:1	The wait staff is pleasant, fun, and for the most part gorgeous (in the wonderful aesthetic beautification way, not in that she's-way-cuter-than-me-that-b@#$* way).	wait staff	food, restaurant, atmosphere, drinks, location, and service	positive
490565:3	But the best part about LS is the late night atmosphere, delightfully free of the BTs.	late night atmosphere	food, restaurant, atmosphere, drinks, location, and service	positive
490565:5	The in-house lady DJ on Saturday nights has outrageously good taste in music, and moreover, takes requests.	in-house lady DJ	food, restaurant, atmosphere, drinks, location, and service	positive
490565:6	You can't go wrong with this place.	place	food, restaurant, atmosphere, drinks, location, and service	positive
493013:0	Suan is a great place that I often take my friends (classmates) too.	Suan	food, restaurant, atmosphere, drinks, location, and service	positive
493013:2	I LOVE their Thai	Thai	food, restaurant, atmosphere, drinks, location, and service	positive
493013:3	noodles with shrimp and chicken and coconut juice is the MUST!	noodles with shrimp and chicken and coconut juice	food, restaurant, atmosphere, drinks, location, and service	positive
493013:5	I will go back to Suan soon!	Suan	food, restaurant, atmosphere, drinks, location, and service	positive
493013:6	In summer-eat outside on a terrace (another great feature of Suan)!!!	terrace	food, restaurant, atmosphere, drinks, location, and service	positive
493514:0	I cannot imagine a friendlier staff working in a restaurant.	staff	food, restaurant, atmosphere, drinks, location, and service	positive
493514:1	I cannot imagine better Indian food in all of the city.	Indian food	food, restaurant, atmosphere, drinks, location, and service	positive
493514:2	I cannot imagine you not rushing out to eat there.	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
494850:2	I wish they would change back to what it was before.	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
494850:3	The food now is inconsistent.	food	food, restaurant, atmosphere, drinks, location, and service	positive
496132:0	This is the kind of place you'd like to take all your friends to and still keep a secret.	place	food, restaurant, atmosphere, drinks, location, and service	positive
496132:1	The setting is casual and romantic.	setting	food, restaurant, atmosphere, drinks, location, and service	positive
496132:2	Prices are very good.	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
496132:3	The food is excellent! 	food	food, restaurant, atmosphere, drinks, location, and service	positive
496132:4	if you're daring, try the balsamic vinegar over icecream, it's wonderful!	balsamic vinegar over icecream	food, restaurant, atmosphere, drinks, location, and service	positive
498657:0	Do not get the Go Go Hamburgers, no matter what the reviews say.	Go Go Hamburgers	food, restaurant, atmosphere, drinks, location, and service	positive
498657:1	They were such a rip-off ($8.95 for four small meat patties in steamed buns) and not worth trying.	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
